company_name,project_id,project_name,estimated_value_low,estimated_value_base,estimated_value_high,confidence_adjusted_value_low,confidence_adjusted_value_base,confidence_adjusted_value_high,value_pathway,financial_driver,metric_name,currency,revenue,ebit,ebit_margin,wacc,estimated_cost_usd,evidence_level,stage,status,country,country_iso3,intervention_type,value_to_cost_ratio_base
KLS Pureprint A/S,WWF-NBS-002,Low-Till & Cover Crops Initiative — USA,3034028.1,6324371.35,11900663.5,2059900.4449999998,4352412.3075,8235634.845,cost_reduction|revenue,carbon_value|input_cost_saved|water_and_energy_saved,hectares_under_practice|soil_carbon_increase_tons|water_use_efficiency_gain,DKK,420.0,34.0,0.081,7.8,2340495,medium,proposed,active,USA,USA,regenerative_agriculture,1.859611880179193
KLS Pureprint A/S,WWF-NBS-009,Low-Till & Cover Crops Initiative — UK,2668734.06,6121026.32,11943374.799999999,1747172.4858,4009501.0195999998,7824115.309,capital_market|cost_reduction,esg_re_rating_value|input_cost_saved|water_and_energy_saved,biodiversity_index_change|hectares_under_practice|water_use_efficiency_gain,DKK,420.0,34.0,0.081,7.8,2568532,medium,scaling,active,UK,GBR,regenerative_agriculture,1.5610087861860393
KLS Pureprint A/S,WWF-NBS-015,Slope Stabilization Terracing — Italy,2485244.3,5825599.74,11815805.05,1713181.2259999998,4005639.2068,8128226.791,avoided_loss|cost_reduction,dredging_maintenance_saved|flood_disruption_reduction|productivity_loss_avoided,runoff_reduction_percent|sediment_tons_avoided|soil_health_score_change,DKK,420.0,34.0,0.081,7.8,3645948,medium,pilot,planned,Italy,ITA,terracing_contour_farming,1.0986550567369584
KLS Pureprint A/S,WWF-NBS-014,Low-Till & Cover Crops Initiative — USA,1688304.8599999999,3926373.1199999996,7680015.8,1395227.6549999998,3246048.206,6349730.035,capital_market|cost_reduction,esg_re_rating_value|input_cost_saved|water_and_energy_saved,biodiversity_index_change|hectares_under_practice|water_use_efficiency_gain,DKK,420.0,34.0,0.081,7.8,3511550,high,scaling,active,USA,USA,regenerative_agriculture,0.9243918514616052
KLS Pureprint A/S,WWF-NBS-008,Terracing & Contour Farming Transition — UK,1656782.1,3817346.98,7541091.35,1351830.642,3122543.0732,6168779.309,avoided_loss|cost_reduction,dredging_maintenance_saved|flood_disruption_reduction|input_cost_saved,hectares_under_practice|runoff_reduction_percent|sediment_tons_avoided,DKK,420.0,34.0,0.081,7.8,2903099,high,proposed,active,UK,GBR,terracing_contour_farming,1.0755895934654658
KLS Pureprint A/S,WWF-NBS-004,Slope Stabilization Terracing — Chile,1774917.4,4342591.32,8807510.9,1181839.064,2890832.7152,5863824.724,avoided_loss|cost_reduction,dredging_maintenance_saved|flood_disruption_reduction|productivity_loss_avoided,runoff_reduction_percent|sediment_tons_avoided|soil_health_score_change,DKK,420.0,34.0,0.081,7.8,990178,medium,proposed,active,Chile,CHL,terracing_contour_farming,2.9195081239938676
KLS Pureprint A/S,WWF-NBS-019,Watershed Reforestation Program — USA,1374027.656,3514807.312,6675814.624,958870.925965,2454151.12193,4659345.24386,cost_reduction|revenue,ecosystem_service_value|premium_market_access|water_cost_saved,hectares_restored|m3_water_recharged|species_richness_change,DKK,420.0,34.0,0.081,7.8,1511270,medium,pilot,active,USA,USA,watershed_reforestation,1.6238998471021062
KLS Pureprint A/S,WWF-NBS-017,Riparian Buffer Restoration — Chile,1219844.15,2996691.938,5570035.12,994899.5292,2440506.92382,4507077.6084,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,habitat_index_change|hectares_restored|kg_nitrogen_reduced,DKK,420.0,34.0,0.081,7.8,2171404,high,proposed,active,Chile,CHL,riparian_buffer_restoration,1.1239303804450946
KLS Pureprint A/S,WWF-NBS-013,Stakeholder Water Stewardship Platform — Italy,1111000.63,2687501.26,5555003.78,778150.4326000001,1882375.8652000001,3890752.5956,avoided_loss|capital_market,community_conflict_cost_avoided|financing_benefit|reputation_financing_signal,conflict_incidents_reduced|governance_score_improvement|stakeholders_engaged,DKK,420.0,34.0,0.081,7.8,3782843,medium,proposed,active,Italy,ITA,watershed_governance_program,0.49760877340138093
KLS Pureprint A/S,WWF-NBS-011,Terracing & Contour Farming Transition — Chile,1304307.4,3060713.32,6143525.9,663027.42,1555017.3560000001,3123695.97,avoided_loss|cost_reduction,dredging_maintenance_saved|flood_disruption_reduction|productivity_loss_avoided,runoff_reduction_percent|sediment_tons_avoided|soil_health_score_change,DKK,420.0,34.0,0.081,7.8,1173059,low,pilot,planned,Chile,CHL,terracing_contour_farming,1.325608819334748
KLS Pureprint A/S,WWF-NBS-007,Wetland Treatment System — Spain,1386261.905,3411885.368,6393621.88,629260.22055,1548168.61592,2896485.0031999997,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,biodiversity_index_change|hectares_restored|kg_nitrogen_reduced,DKK,420.0,34.0,0.081,7.8,828014,low,proposed,active,Spain,,constructed_wetlands,1.8697372458919777
KLS Pureprint A/S,WWF-NBS-006,Stakeholder Water Stewardship Platform — Australia,669900.0,1817200.0,3979300.0,547884.0,1481907.0,3239208.0,avoided_loss|capital_market,community_conflict_cost_avoided|regulatory_penalty_avoided|reputation_financing_signal,compliance_rate_percent|conflict_incidents_reduced|stakeholders_engaged,DKK,420.0,34.0,0.081,7.8,1231126,high,pilot,planned,Australia,,watershed_governance_program,1.2037005148132685
KLS Pureprint A/S,WWF-NBS-005,Watershed Governance & Coordination — Canada,727400.63,1822201.26,3891803.78,580790.5229,1455571.0458,3109533.1374,avoided_loss|capital_market,community_conflict_cost_avoided|financing_benefit|regulatory_penalty_avoided,compliance_rate_percent|conflict_incidents_reduced|governance_score_improvement,DKK,420.0,34.0,0.081,7.8,2472019,high,scaling,active,Canada,CAN,watershed_governance_program,0.5888187128820611
KLS Pureprint A/S,WWF-NBS-020,Wetland Treatment System — USA,752495.37,1649254.704,2879371.34,616312.6865000001,1344955.2181199999,2353422.7657,capital_market|cost_reduction,dredging_maintenance_saved|esg_re_rating_value|water_treatment_cost_saved,biodiversity_index_change|kg_nitrogen_reduced|sediment_tons_avoided,DKK,420.0,34.0,0.081,7.8,2754115,high,pilot,active,USA,USA,constructed_wetlands,0.48834388473974394
KLS Pureprint A/S,WWF-NBS-003,Wetland Treatment System — Canada,596093.035,1463655.48,2714700.4,300461.03520000004,737669.02936,1367472.4036,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,biodiversity_index_change|hectares_restored|kg_nitrogen_reduced,DKK,420.0,34.0,0.081,7.8,2081672,low,proposed,active,Canada,CAN,constructed_wetlands,0.354363717895999
KLS Pureprint A/S,WWF-NBS-001,Water Rights & Governance Strengthening — Chile,270000.63,660001.26,1350003.78,116760.2814,285500.5628,583801.6884,avoided_loss|capital_market,community_conflict_cost_avoided|financing_benefit|reputation_financing_signal,conflict_incidents_reduced|governance_score_improvement|stakeholders_engaged,DKK,420.0,34.0,0.081,7.8,2451175,low,proposed,active,Chile,CHL,watershed_governance_program,0.1164749815088682
KLS Pureprint A/S,WWF-NBS-012,Artificial Wetlands Initiative — Chile,145089.96,339700.78,676113.75,88843.4258,207131.0082,412123.3285,capital_market|cost_reduction|revenue,dredging_maintenance_saved|ecosystem_service_value|esg_re_rating_value,biodiversity_index_change|hectares_restored|sediment_tons_avoided,DKK,420.0,34.0,0.081,7.8,2618359,medium,proposed,active,Chile,CHL,constructed_wetlands,0.07910718438533448
KLS Pureprint A/S,WWF-NBS-016,Riparian Greenbelt Program — Chile,47838.165,117719.674,220432.18,32602.25445,80249.58658,150449.8738,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,habitat_index_change|hectares_restored|kg_nitrogen_reduced,DKK,420.0,34.0,0.081,7.8,2140839,medium,proposed,active,Chile,CHL,riparian_buffer_restoration,0.037485110547780566
Kirin Holdings,WWF-NBS-018,Watershed Reforestation Program — Spain,6111648.5,11483328.75,20471432.0,2855872.94,5283673.87,9356249.151999999,revenue,carbon_value|ecosystem_service_value|premium_market_access,hectares_restored|species_richness_change|tco2e_sequestered,JPY,2338400.0,211000.0,0.0902,5.0529,2906628,low,scaling,planned,Spain,,watershed_reforestation,1.81780188933706
Kirin Holdings,WWF-NBS-010,Riparian Greenbelt Program — Chile,3200435.72,7368980.108,13853310.78,2259042.11815,5189330.59636,9773218.3691,cost_reduction|revenue,dredging_maintenance_saved|ecosystem_service_value|water_treatment_cost_saved,hectares_restored|kg_nitrogen_reduced|sediment_tons_avoided,JPY,2338400.0,211000.0,0.0902,5.0529,3571408,medium,pilot,active,Chile,CHL,riparian_buffer_restoration,1.4530209363813935
Kirin Holdings,WWF-NBS-002,Low-Till & Cover Crops Initiative — USA,3034028.1,6324371.35,11900663.5,2059900.4449999998,4352412.3075,8235634.845,cost_reduction|revenue,carbon_value|input_cost_saved|water_and_energy_saved,hectares_under_practice|soil_carbon_increase_tons|water_use_efficiency_gain,JPY,2338400.0,211000.0,0.0902,5.0529,2340495,medium,proposed,active,USA,USA,regenerative_agriculture,1.859611880179193
Kirin Holdings,WWF-NBS-009,Low-Till & Cover Crops Initiative — UK,2675748.0,6135054.2,11978444.5,1751591.268,4018338.584,7846209.22,capital_market|cost_reduction,esg_re_rating_value|input_cost_saved|water_and_energy_saved,biodiversity_index_change|hectares_under_practice|water_use_efficiency_gain,JPY,2338400.0,211000.0,0.0902,5.0529,2568532,medium,scaling,active,UK,GBR,regenerative_agriculture,1.5644494925506085
Kirin Holdings,WWF-NBS-015,Slope Stabilization Terracing — Italy,2485244.3,5825599.74,11815805.05,1713181.2259999998,4005639.2068,8128226.791,avoided_loss|cost_reduction,dredging_maintenance_saved|flood_disruption_reduction|productivity_loss_avoided,runoff_reduction_percent|sediment_tons_avoided|soil_health_score_change,JPY,2338400.0,211000.0,0.0902,5.0529,3645948,medium,pilot,planned,Italy,ITA,terracing_contour_farming,1.0986550567369584
Kirin Holdings,WWF-NBS-014,Low-Till & Cover Crops Initiative — USA,1695318.7999999998,3940401.0,7715085.5,1401189.504,3257971.9039999996,6379539.28,capital_market|cost_reduction,esg_re_rating_value|input_cost_saved|water_and_energy_saved,biodiversity_index_change|hectares_under_practice|water_use_efficiency_gain,JPY,2338400.0,211000.0,0.0902,5.0529,3511550,high,scaling,active,USA,USA,regenerative_agriculture,0.9277874169526277
Kirin Holdings,WWF-NBS-008,Terracing & Contour Farming Transition — UK,1656782.1,3817346.98,7541091.35,1351830.642,3122543.0732,6168779.309,avoided_loss|cost_reduction,dredging_maintenance_saved|flood_disruption_reduction|input_cost_saved,hectares_under_practice|runoff_reduction_percent|sediment_tons_avoided,JPY,2338400.0,211000.0,0.0902,5.0529,2903099,high,proposed,active,UK,GBR,terracing_contour_farming,1.0755895934654658
Kirin Holdings,WWF-NBS-004,Slope Stabilization Terracing — Chile,1774917.4,4342591.32,8807510.9,1181839.064,2890832.7152,5863824.724,avoided_loss|cost_reduction,dredging_maintenance_saved|flood_disruption_reduction|productivity_loss_avoided,runoff_reduction_percent|sediment_tons_avoided|soil_health_score_change,JPY,2338400.0,211000.0,0.0902,5.0529,990178,medium,proposed,active,Chile,CHL,terracing_contour_farming,2.9195081239938676
Kirin Holdings,WWF-NBS-019,Watershed Reforestation Program — USA,1374027.656,3514807.312,6675814.624,958870.925965,2454151.12193,4659345.24386,cost_reduction|revenue,ecosystem_service_value|premium_market_access|water_cost_saved,hectares_restored|m3_water_recharged|species_richness_change,JPY,2338400.0,211000.0,0.0902,5.0529,1511270,medium,pilot,active,USA,USA,watershed_reforestation,1.6238998471021062
Kirin Holdings,WWF-NBS-017,Riparian Buffer Restoration — Chile,1223351.12,3007212.848,5598090.88,997810.3143,2449239.27912,4530363.8892,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,habitat_index_change|hectares_restored|kg_nitrogen_reduced,JPY,2338400.0,211000.0,0.0902,5.0529,2171404,high,proposed,active,Chile,CHL,riparian_buffer_restoration,1.1279519053662976
Kirin Holdings,WWF-NBS-013,Stakeholder Water Stewardship Platform — Italy,1114507.6,2694515.2,5576045.6,780558.552,1887192.104,3905201.312,avoided_loss|capital_market,community_conflict_cost_avoided|financing_benefit|reputation_financing_signal,conflict_incidents_reduced|governance_score_improvement|stakeholders_engaged,JPY,2338400.0,211000.0,0.0902,5.0529,3782843,medium,proposed,active,Italy,ITA,watershed_governance_program,0.498881953070746
Kirin Holdings,WWF-NBS-007,Wetland Treatment System — Spain,1393275.845,3425913.248,6428691.58,632884.08955,1555416.35392,2914604.3482,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,biodiversity_index_change|hectares_restored|kg_nitrogen_reduced,JPY,2338400.0,211000.0,0.0902,5.0529,828014,low,proposed,active,Spain,,constructed_wetlands,1.8784904046549937
Kirin Holdings,WWF-NBS-011,Terracing & Contour Farming Transition — Chile,1304307.4,3060713.32,6143525.9,663027.42,1555017.3560000001,3123695.97,avoided_loss|cost_reduction,dredging_maintenance_saved|flood_disruption_reduction|productivity_loss_avoided,runoff_reduction_percent|sediment_tons_avoided|soil_health_score_change,JPY,2338400.0,211000.0,0.0902,5.0529,1173059,low,pilot,planned,Chile,CHL,terracing_contour_farming,1.325608819334748
Kirin Holdings,WWF-NBS-006,Stakeholder Water Stewardship Platform — Australia,669900.0,1817200.0,3979300.0,547884.0,1481907.0,3239208.0,avoided_loss|capital_market,community_conflict_cost_avoided|regulatory_penalty_avoided|reputation_financing_signal,compliance_rate_percent|conflict_incidents_reduced|stakeholders_engaged,JPY,2338400.0,211000.0,0.0902,5.0529,1231126,high,pilot,planned,Australia,,watershed_governance_program,1.2037005148132685
Kirin Holdings,WWF-NBS-005,Watershed Governance & Coordination — Canada,730907.6,1829215.2,3912845.6,583701.308,1461392.616,3126997.8479999998,avoided_loss|capital_market,community_conflict_cost_avoided|financing_benefit|regulatory_penalty_avoided,compliance_rate_percent|conflict_incidents_reduced|governance_score_improvement,JPY,2338400.0,211000.0,0.0902,5.0529,2472019,high,scaling,active,Canada,CAN,watershed_governance_program,0.591173698907654
Kirin Holdings,WWF-NBS-020,Wetland Treatment System — USA,759509.3099999999,1663282.5839999998,2914441.04,622064.1173,1356458.0797199998,2382179.9197,capital_market|cost_reduction,dredging_maintenance_saved|esg_re_rating_value|water_treatment_cost_saved,biodiversity_index_change|kg_nitrogen_reduced|sediment_tons_avoided,JPY,2338400.0,211000.0,0.0902,5.0529,2754115,high,pilot,active,USA,USA,constructed_wetlands,0.4925204937774929
Kirin Holdings,WWF-NBS-003,Wetland Treatment System — Canada,603106.975,1477683.36,2749770.1,303593.92840000003,743934.81576,1383136.8696,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,biodiversity_index_change|hectares_restored|kg_nitrogen_reduced,JPY,2338400.0,211000.0,0.0902,5.0529,2081672,low,proposed,active,Canada,CAN,constructed_wetlands,0.3573736956446549
Kirin Holdings,WWF-NBS-001,Water Rights & Governance Strengthening — Chile,273507.6,667015.2,1371045.6,118326.728,288633.456,593200.368,avoided_loss|capital_market,community_conflict_cost_avoided|financing_benefit|reputation_financing_signal,conflict_incidents_reduced|governance_score_improvement|stakeholders_engaged,JPY,2338400.0,211000.0,0.0902,5.0529,2451175,low,proposed,active,Chile,CHL,watershed_governance_program,0.11775310045182413
Kirin Holdings,WWF-NBS-012,Artificial Wetlands Initiative — Chile,152103.9,353728.66,711183.45,93846.703,217137.5626,437139.7145,capital_market|cost_reduction|revenue,dredging_maintenance_saved|ecosystem_service_value|esg_re_rating_value,biodiversity_index_change|hectares_restored|sediment_tons_avoided,JPY,2338400.0,211000.0,0.0902,5.0529,2618359,medium,proposed,active,Chile,CHL,constructed_wetlands,0.08292887361893461
Kirin Holdings,WWF-NBS-016,Riparian Greenbelt Program — Chile,51345.135,128240.584,248487.94,35115.582949999996,87789.57208,170556.5018,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,habitat_index_change|hectares_restored|kg_nitrogen_reduced,JPY,2338400.0,211000.0,0.0902,5.0529,2140839,medium,proposed,active,Chile,CHL,riparian_buffer_restoration,0.04100708744562295
Limak Çimento Sanayi ve Ticaret A.Ş.,WWF-NBS-018,Watershed Reforestation Program — Spain,6111648.5,11483328.75,20471432.0,2855872.94,5283673.87,9356249.151999999,revenue,carbon_value|ecosystem_service_value|premium_market_access,hectares_restored|species_richness_change|tco2e_sequestered,TRY,28500.0,4275.0,0.15,11.2,2906628,low,scaling,planned,Spain,,watershed_reforestation,1.81780188933706
Limak Çimento Sanayi ve Ticaret A.Ş.,WWF-NBS-010,Riparian Greenbelt Program — Chile,3200435.72,7368980.108,13853310.78,2259042.11815,5189330.59636,9773218.3691,cost_reduction|revenue,dredging_maintenance_saved|ecosystem_service_value|water_treatment_cost_saved,hectares_restored|kg_nitrogen_reduced|sediment_tons_avoided,TRY,28500.0,4275.0,0.15,11.2,3571408,medium,pilot,active,Chile,CHL,riparian_buffer_restoration,1.4530209363813935
Limak Çimento Sanayi ve Ticaret A.Ş.,WWF-NBS-002,Low-Till & Cover Crops Initiative — USA,3034028.1,6324371.35,11900663.5,2059900.4449999998,4352412.3075,8235634.845,cost_reduction|revenue,carbon_value|input_cost_saved|water_and_energy_saved,hectares_under_practice|soil_carbon_increase_tons|water_use_efficiency_gain,TRY,28500.0,4275.0,0.15,11.2,2340495,medium,proposed,active,USA,USA,regenerative_agriculture,1.859611880179193
Limak Çimento Sanayi ve Ticaret A.Ş.,WWF-NBS-009,Low-Till & Cover Crops Initiative — UK,2668818.3,6121194.8,11943796.0,1747225.557,4009607.162,7824380.665,capital_market|cost_reduction,esg_re_rating_value|input_cost_saved|water_and_energy_saved,biodiversity_index_change|hectares_under_practice|water_use_efficiency_gain,TRY,28500.0,4275.0,0.15,11.2,2568532,medium,scaling,active,UK,GBR,regenerative_agriculture,1.5610501103353978
Limak Çimento Sanayi ve Ticaret A.Ş.,WWF-NBS-015,Slope Stabilization Terracing — Italy,2485244.3,5825599.74,11815805.05,1713181.2259999998,4005639.2068,8128226.791,avoided_loss|cost_reduction,dredging_maintenance_saved|flood_disruption_reduction|productivity_loss_avoided,runoff_reduction_percent|sediment_tons_avoided|soil_health_score_change,TRY,28500.0,4275.0,0.15,11.2,3645948,medium,pilot,planned,Italy,ITA,terracing_contour_farming,1.0986550567369584
Limak Çimento Sanayi ve Ticaret A.Ş.,WWF-NBS-014,Low-Till & Cover Crops Initiative — USA,1688389.0999999999,3926541.5999999996,7680437.0,1395299.2589999998,3246191.414,6350088.055,capital_market|cost_reduction,esg_re_rating_value|input_cost_saved|water_and_energy_saved,biodiversity_index_change|hectares_under_practice|water_use_efficiency_gain,TRY,28500.0,4275.0,0.15,11.2,3511550,high,scaling,active,USA,USA,regenerative_agriculture,0.924432633452464
Limak Çimento Sanayi ve Ticaret A.Ş.,WWF-NBS-008,Terracing & Contour Farming Transition — UK,1656782.1,3817346.98,7541091.35,1351830.642,3122543.0732,6168779.309,avoided_loss|cost_reduction,dredging_maintenance_saved|flood_disruption_reduction|input_cost_saved,hectares_under_practice|runoff_reduction_percent|sediment_tons_avoided,TRY,28500.0,4275.0,0.15,11.2,2903099,high,proposed,active,UK,GBR,terracing_contour_farming,1.0755895934654658
Limak Çimento Sanayi ve Ticaret A.Ş.,WWF-NBS-004,Slope Stabilization Terracing — Chile,1774917.4,4342591.32,8807510.9,1181839.064,2890832.7152,5863824.724,avoided_loss|cost_reduction,dredging_maintenance_saved|flood_disruption_reduction|productivity_loss_avoided,runoff_reduction_percent|sediment_tons_avoided|soil_health_score_change,TRY,28500.0,4275.0,0.15,11.2,990178,medium,proposed,active,Chile,CHL,terracing_contour_farming,2.9195081239938676
Limak Çimento Sanayi ve Ticaret A.Ş.,WWF-NBS-019,Watershed Reforestation Program — USA,1374027.656,3514807.312,6675814.624,958870.925965,2454151.12193,4659345.24386,cost_reduction|revenue,ecosystem_service_value|premium_market_access|water_cost_saved,hectares_restored|m3_water_recharged|species_richness_change,TRY,28500.0,4275.0,0.15,11.2,1511270,medium,pilot,active,USA,USA,watershed_reforestation,1.6238998471021062
Limak Çimento Sanayi ve Ticaret A.Ş.,WWF-NBS-017,Riparian Buffer Restoration — Chile,1219886.27,2996818.298,5570372.08,994934.4888,2440611.80262,4507357.2852,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,habitat_index_change|hectares_restored|kg_nitrogen_reduced,TRY,28500.0,4275.0,0.15,11.2,2171404,high,proposed,active,Chile,CHL,riparian_buffer_restoration,1.1239786804390155
Limak Çimento Sanayi ve Ticaret A.Ş.,WWF-NBS-013,Stakeholder Water Stewardship Platform — Italy,1111042.75,2687585.5,5555256.5,778179.355,1882433.71,3890926.13,avoided_loss|capital_market,community_conflict_cost_avoided|financing_benefit|reputation_financing_signal,conflict_incidents_reduced|governance_score_improvement|stakeholders_engaged,TRY,28500.0,4275.0,0.15,11.2,3782843,medium,proposed,active,Italy,ITA,watershed_governance_program,0.4976240647576439
Limak Çimento Sanayi ve Ticaret A.Ş.,WWF-NBS-011,Terracing & Contour Farming Transition — Chile,1304307.4,3060713.32,6143525.9,663027.42,1555017.3560000001,3123695.97,avoided_loss|cost_reduction,dredging_maintenance_saved|flood_disruption_reduction|productivity_loss_avoided,runoff_reduction_percent|sediment_tons_avoided|soil_health_score_change,TRY,28500.0,4275.0,0.15,11.2,1173059,low,pilot,planned,Chile,CHL,terracing_contour_farming,1.325608819334748
Limak Çimento Sanayi ve Ticaret A.Ş.,WWF-NBS-007,Wetland Treatment System — Spain,1386346.145,3412053.848,6394043.08,629303.7445500001,1548255.66392,2896702.6232,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,biodiversity_index_change|hectares_restored|kg_nitrogen_reduced,TRY,28500.0,4275.0,0.15,11.2,828014,low,proposed,active,Spain,,constructed_wetlands,1.8698423745492225
Limak Çimento Sanayi ve Ticaret A.Ş.,WWF-NBS-006,Stakeholder Water Stewardship Platform — Australia,669900.0,1817200.0,3979300.0,547884.0,1481907.0,3239208.0,avoided_loss|capital_market,community_conflict_cost_avoided|regulatory_penalty_avoided|reputation_financing_signal,compliance_rate_percent|conflict_incidents_reduced|stakeholders_engaged,TRY,28500.0,4275.0,0.15,11.2,1231126,high,pilot,planned,Australia,,watershed_governance_program,1.2037005148132685
Limak Çimento Sanayi ve Ticaret A.Ş.,WWF-NBS-005,Watershed Governance & Coordination — Canada,727442.75,1822285.5,3892056.5,580825.4825,1455640.965,3109742.895,avoided_loss|capital_market,community_conflict_cost_avoided|financing_benefit|regulatory_penalty_avoided,compliance_rate_percent|conflict_incidents_reduced|governance_score_improvement,TRY,28500.0,4275.0,0.15,11.2,2472019,high,scaling,active,Canada,CAN,watershed_governance_program,0.5888469971306856
Limak Çimento Sanayi ve Ticaret A.Ş.,WWF-NBS-020,Wetland Treatment System — USA,752579.61,1649423.184,2879792.54,616381.7633,1345093.37172,2353768.1497,capital_market|cost_reduction,dredging_maintenance_saved|esg_re_rating_value|water_treatment_cost_saved,biodiversity_index_change|kg_nitrogen_reduced|sediment_tons_avoided,TRY,28500.0,4275.0,0.15,11.2,2754115,high,pilot,active,USA,USA,constructed_wetlands,0.4883940473509639
Limak Çimento Sanayi ve Ticaret A.Ş.,WWF-NBS-003,Wetland Treatment System — Canada,596177.275,1463823.96,2715121.6,300498.66240000003,737744.28376,1367660.5396,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,biodiversity_index_change|hectares_restored|kg_nitrogen_reduced,TRY,28500.0,4275.0,0.15,11.2,2081672,low,proposed,active,Canada,CAN,constructed_wetlands,0.3543998688362048
Limak Çimento Sanayi ve Ticaret A.Ş.,WWF-NBS-001,Water Rights & Governance Strengthening — Chile,270042.75,660085.5,1350256.5,116779.095,285538.19,583914.5700000001,avoided_loss|capital_market,community_conflict_cost_avoided|financing_benefit|reputation_financing_signal,conflict_incidents_reduced|governance_score_improvement|stakeholders_engaged,TRY,28500.0,4275.0,0.15,11.2,2451175,low,proposed,active,Chile,CHL,watershed_governance_program,0.11649033218762431
Limak Çimento Sanayi ve Ticaret A.Ş.,WWF-NBS-012,Artificial Wetlands Initiative — Chile,145174.2,339869.26,676534.95,88903.517,207251.1906,412423.7845,capital_market|cost_reduction|revenue,dredging_maintenance_saved|ecosystem_service_value|esg_re_rating_value,biodiversity_index_change|hectares_restored|sediment_tons_avoided,TRY,28500.0,4275.0,0.15,11.2,2618359,medium,proposed,active,Chile,CHL,constructed_wetlands,0.07915308427912292
Limak Çimento Sanayi ve Ticaret A.Ş.,WWF-NBS-016,Riparian Greenbelt Program — Chile,47880.285,117846.034,220769.14,32632.44045,80340.14458,150691.36179999998,capital_market|cost_reduction|revenue,ecosystem_service_value|esg_re_rating_value|water_treatment_cost_saved,habitat_index_change|hectares_restored|kg_nitrogen_reduced,TRY,28500.0,4275.0,0.15,11.2,2140839,medium,proposed,active,Chile,CHL,riparian_buffer_restoration,0.037527410786145056
MC Retail,WWF-NBS-018,Watershed Reforestation Program — Spain,6111648.5,11483328.75,20471432.0,2855872.94,5283673.87,9356249.151999999,revenue,carbon_value|ecosystem_service_value|premium_market_access,hectares_restored|species_richness_change|tco2e_sequestered,EUR,1800.0,74.0,0.041,4.1,2906628,low,scaling,planned,Spain,,watershed_reforestation,1.81780188933706
MC Retail,WWF-NBS-010,Riparian Greenbelt Program — Chile,3200435.72,7368980.108,13853310.78,2259042.11815,5189330.59636,9773218.3691,cost_reduction|revenue,dredging_maintenance_saved|ecosystem_service_value|water_treatment_cost_saved,hectares_restored|kg_nitrogen_reduced|sediment_tons_avoided,EUR,1800.0,74.0,0.041,4.1,3571408,medium,pilot,active,Chile,CHL,riparian_buffer_restoration,1.4530209363813935
MC Retail,WWF-NBS-002,Low-Till & Cover Crops Initiative — USA,3034028.1,6324371.35,11900663.5,2059900.4449999998,4352412.3075,8235634.845,cost_reduction|revenue,carbon_value|input_cost_saved|water_and_energy_saved,hectares_under_practice|soil_carbon_increase_tons|water_use_efficiency_gain,EUR,1800.0,74.0,0.041,4.1,2340495,medium,proposed,active,USA,USA,regenerative_agriculture,1.859611880179193
MC Retail,WWF-NBS-009,Low-Till & Cover Crops Initiative — UK,2668738.2,6121034.6,11943395.5,1747175.094,4009506.236,7824128.35,capital_market|cost_reduction,esg_re_rating_value|input_cost_saved|water_and_energy_saved,biodiversity_index_change|hectares_under_practice|water_use_efficiency_gain,EUR,1800.0,74.0,0.041,4.1,2568532,medium,scaling,active,UK,GBR,regenerative_agriculture,1.5610108170737216
MC Retail,WWF-NBS-015,Slope Stabilization Terracing — Italy,2485244.3,5825599.74,11815805.05,1713181.2259999998,4005639.2068,8128226.791,avoided_loss|cost_reduction,dredging_maintenance_saved|flood_disruption_reduction|productivity_loss_avoided,runoff_reduction_percent|sediment_tons_avoided|soil_health_score_change,EUR,1800.0,74.0,0.041,4.1,3645948,medium,pilot,planned,Italy,ITA,terracing_contour_farming,1.0986550567369584
MC Retail,WWF-NBS-014,Low-Till & Cover Crops Initiative — USA,1688309.0,3926381.4,7680036.5,1395231.1739999999,3246055.244,6349747.63,capital_market|cost_reduction,esg_re_rating_value|input_cost_saved|water_and_energy_saved,biodiversity_index_change|hectares_under_practice|water_use_efficiency_gain,EUR,1800.0,74.0,0.041,4.1,3511550,high,scaling,active,USA,USA,regenerative_agriculture,0.9243938557047457
